2,1
3,1
4,1
1,2
1,3
2,4
3,4
3,5
1,5
2,5
1,6
4,6
1,7
2,7
3,7
1,8
2,8
3,8
4,8
1,9
2,9
3,9
4,9
1,10
3,10
1,11
2,11
3,11
4,11
2,12
3,12
1,13
3,13
1,14
2,14
3,14
4,14
3,15
1,15
1,16
2,16
3,16
4,16
1,17
3,17
1,18
2,18
3,18
4,18
1,19
2,19
3,19
3,20
2,20
2,21
1,22
1,23
2,23
3,23
